99553,CONTROL BALL VALVE WITH ELECTRIC ACTUATOR | 1 IN. NPT | 2 WAY | 15.3 CV  | PLATED BRASS TRIM | STANDARD PROFILE | FLOATING ON/OFF(FAIL IN PLACE) WITH 1 METER CABLE | 24 VAC,247
99554,CONTROL BALL VALVE WITH ELECTRIC ACTUATOR | 1 IN. NPT | 2 WAY | 15.3 CV  | PLATED BRASS TRIM | STANDARD PROFILE | FLOATING ON/OFF(FAIL IN PLACE) WITH 1 METER CABLE | 24 VAC,247
99555,CONTROL BALL VALVE WITH ELECTRIC ACTUATOR | 1 IN. NPT | 2 WAY | 15.3 CV  | PLATED BRASS TRIM | STANDARD PROFILE | FLOATING ON/OFF(FAIL IN PLACE) WITH 3 METER CABLE | 24 VAC,247
99557,CONTROL BALL VALVE WITH ELECTRIC ACTUATOR | 1 IN. NPT | 2 WAY | 15.3 CV  | PLATED BRASS TRIM | STANDARD PROFILE | FLOATING ON/OFF(FAIL IN PLACE) WITH 3 METER CABLE | 24 VAC,247
99559,CONTROL BALL VALVE WITH ELECTRIC ACTUATOR | 1 IN. NPT | 2 WAY | 15.3 CV  | PLATED BRASS TRIM | STANDARD PROFILE | MODULATING(FAIL IN PLACE) | 24 VAC,247
99560,CONTROL BALL VALVE WITH ELECTRIC ACTUATOR | 1 IN. NPT | 2 WAY | 15.3 CV  | PLATED BRASS TRIM | STANDARD PROFILE | MODULATING(FAIL IN PLACE) WITH 1 METER CABLE | 24 VAC,247
99561,CONTROL BALL VALVE WITH ELECTRIC ACTUATOR | 1 IN. NPT | 2 WAY | 15.3 CV  | PLATED BRASS TRIM | STANDARD PROFILE | MODULATING(FAIL IN PLACE) WITH 3 METER CABLE | 24 VAC,247
99563,CONTROL BALL VALVE WITH ELECTRIC ACTUATOR | 1 IN. NPT | 2 WAY | 15.3 CV  | STAINLESS STEEL TRIM | COMMUNICATING SYLK  (FAIL CLOSED) | 24 VAC | 2 AUX SWITCHES,247
99564,CONTROL BALL VALVE WITH ELECTRIC ACTUATOR | 1 IN. NPT | 2 WAY | 15.3 CV  | STAINLESS STEEL TRIM | COMMUNICATING SYLK  (FAIL OPEN) | 24 VAC | 2 AUX SWITCHES,247
99565,CONTROL BALL VALVE WITH ELECTRIC ACTUATOR | 1 IN. NPT | 2 WAY | 15.3 CV  | STAINLESS STEEL TRIM | COMMUNICATING SYLK (FAIL CLOSED) | 24 VAC,247
99566,CONTROL BALL VALVE WITH ELECTRIC ACTUATOR | 1 IN. NPT | 2 WAY | 15.3 CV  | STAINLESS STEEL TRIM | COMMUNICATING SYLK (FAIL OPEN) | 24 VAC,247
99567,CONTROL BALL VALVE WITH ELECTRIC ACTUATOR | 1 IN. NPT | 2 WAY | 15.3 CV  | STAINLESS STEEL TRIM | DCA PROFILE | FLOATING ON/OFF(FAIL IN PLACE) | 24 VAC,247
99568,CONTROL BALL VALVE WITH ELECTRIC ACTUATOR | 1 IN. NPT | 2 WAY | 15.3 CV  | STAINLESS STEEL TRIM | DCA PROFILE | FLOATING ON/OFF(FAIL IN PLACE) | 24 VAC,247
99569,CONTROL BALL VALVE WITH ELECTRIC ACTUATOR | 1 IN. NPT | 2 WAY | 15.3 CV  | STAINLESS STEEL TRIM | DCA PROFILE | FLOATING ON/OFF(FAIL IN PLACE) | 24 VAC | 2 AUX SWITCHES,247
99570,CONTROL BALL VALVE WITH ELECTRIC ACTUATOR | 1 IN. NPT | 2 WAY | 15.3 CV  | STAINLESS STEEL TRIM | DCA PROFILE | FLOATING ON/OFF(FAIL IN PLACE) | 24 VAC | 2 AUX SWITCHES | NEMA 3R ENCLOSURE,247
99571,CONTROL BALL VALVE WITH ELECTRIC ACTUATOR | 1 IN. NPT | 2 WAY | 15.3 CV  | STAINLESS STEEL TRIM | DCA PROFILE | MODULATING (FAIL|SAFE CLOSED) WITH 1 METER CABLE | 24 VAC,247
99572,CONTROL BALL VALVE WITH ELECTRIC ACTUATOR | 1 IN. NPT | 2 WAY | 15.3 CV  | STAINLESS STEEL TRIM | DCA PROFILE | MODULATING (FAIL|SAFE CLOSED) WITH 1 METER CABLE | 24 VAC | 2 AUX SWITCHES,247
99573,CONTROL BALL VALVE WITH ELECTRIC ACTUATOR | 1 IN. NPT | 2 WAY | 15.3 CV  | STAINLESS STEEL TRIM | DCA PROFILE | MODULATING (FAIL|SAFE OPEN) WITH 1 METER CABLE | 24 VAC,247
99574,CONTROL BALL VALVE WITH ELECTRIC ACTUATOR | 1 IN. NPT | 2 WAY | 15.3 CV  | STAINLESS STEEL TRIM | DCA PROFILE | MODULATING (FAIL|SAFE OPEN) WITH 1 METER CABLE | 24 VAC | 2 AUX SWITCHES,247
99575,CONTROL BALL VALVE WITH ELECTRIC ACTUATOR | 1 IN. NPT | 2 WAY | 15.3 CV  | STAINLESS STEEL TRIM | DCA PROFILE | MODULATING FLOATING TWO|POSITION (FAIL|SAFE CLOSED) WITH 1 METER CABLE | 24 VAC,247
99576,CONTROL BALL VALVE WITH ELECTRIC ACTUATOR | 1 IN. NPT | 2 WAY | 15.3 CV  | STAINLESS STEEL TRIM | DCA PROFILE | MODULATING FLOATING TWO|POSITION (FAIL|SAFE CLOSED) WITH 1 METER CABLE | 24 VAC | 2 AUX SWITCHES,247
99577,CONTROL BALL VALVE WITH ELECTRIC ACTUATOR | 1 IN. NPT | 2 WAY | 15.3 CV  | STAINLESS STEEL TRIM | DCA PROFILE | MODULATING FLOATING TWO|POSITION (FAIL|SAFE OPEN) WITH 1 METER CABLE | 24 VAC,247
99578,CONTROL BALL VALVE WITH ELECTRIC ACTUATOR | 1 IN. NPT | 2 WAY | 15.3 CV  | STAINLESS STEEL TRIM | DCA PROFILE | MODULATING FLOATING TWO|POSITION (FAIL|SAFE OPEN) WITH 1 METER CABLE | 24 VAC | 2 AUX SWITCHES,247
99579,CONTROL BALL VALVE WITH ELECTRIC ACTUATOR | 1 IN. NPT | 2 WAY | 15.3 CV  | STAINLESS STEEL TRIM | DCA PROFILE | MODULATING FLOATING(FAIL CLOSED) | 24 VAC,247
99580,CONTROL BALL VALVE WITH ELECTRIC ACTUATOR | 1 IN. NPT | 2 WAY | 15.3 CV  | STAINLESS STEEL TRIM | DCA PROFILE | MODULATING FLOATING(FAIL CLOSED) | 24 VAC,247
99581,CONTROL BALL VALVE WITH ELECTRIC ACTUATOR | 1 IN. NPT | 2 WAY | 15.3 CV  | STAINLESS STEEL TRIM | DCA PROFILE | MODULATING FLOATING(FAIL CLOSED) | 24 VAC | 1 AUX SWITCH,247
